Short Period,Long Period,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
5,60,15,0.02,0.07,10000,10141.655346938001,-0.409922959452882,0.17008593672487277,0.025125953074590573,4.498043014499153,0.014066141050221075,0.002821674200800656,0.014165534693800146,105.90976206199998,30,0.36666666666666664,2.0512980885795886
5,60,15,0.03,0.03,10000,9915.918240955993,-0.7647545386510282,-0.11000705900706152,-0.018226868174977075,4.077570152225465,-0.00844372401886968,-0.0016899999517861546,-0.00840817590440074,106.02042904400002,30,0.5,0.8806522153590539
5,60,15,0.03,0.05,10000,10042.138021759996,-0.5598619179188689,0.046862044774925796,0.006902696337220324,4.456060574148537,0.004204948973326528,0.0008426816782310401,0.004213802175999626,105.67722224,30,0.43333333333333335,1.3795582968733187
5,60,15,0.03,0.07,10000,10120.201471900002,-0.41138395830452285,0.14413995390048412,0.021327333533430092,4.456060574148537,0.011948478957620356,0.0023963616857385905,0.01202014719000017,106.0638021,30,0.4,1.7256403367170052
5,60,20,0.01,0.03,10000,9884.750473215996,-1.2296200023678847,-0.1610009371630796,-0.029729532839219686,3.2381832969029567,-0.011591879662659742,-0.0023193678449892714,-0.011524952678400405,109.271288784,31,0.3870967741935484,1.252439035821084
5,60,20,0.01,0.05,10000,9933.535076853996,-1.146288579053915,-0.09930712284699922,-0.015793204597944754,3.6166737188260294,-0.006668678606634577,-0.001334964269257715,-0.006646492314600436,109.05338214599999,31,0.3225806451612903,1.8720708088681413
5,60,20,0.01,0.07,10000,10056.260080941998,-0.7177224007208777,0.07323373746593871,0.011627351068825845,3.6166737188260294,0.005610241219396472,0.0011244638402946828,0.005626008094199824,108.80842205799999,31,0.3225806451612903,2.2929335675895466
5,60,20,0.02,0.03,10000,9927.370531985996,-0.7985154857000963,-0.0924376367050483,-0.015647114652495884,4.11955259257608,-0.007289450407011924,-0.0014591422868821743,-0.007262946801400358,105.867989014,30,0.4666666666666667,1.0190725853831901
5,60,20,0.02,0.05,10000,10053.590312789996,-0.5831477889639444,0.06029224665762508,0.00900114957223884,4.498043014499153,0.00534472276794955,0.0010712173323647923,0.005359031278999646,105.52478221,30,0.4,1.6096955650437654
5,60,20,0.02,0.07,10000,10141.655346938001,-0.409922959452882,0.17008593672487277,0.025125953074590573,4.498043014499153,0.014066141050221075,0.002821674200800656,0.014165534693800146,105.90976206199998,30,0.36666666666666664,2.0512980885795886
5,60,20,0.03,0.03,10000,9915.918240955993,-0.7647545386510282,-0.11000705900706152,-0.018226868174977075,4.077570152225465,-0.00844372401886968,-0.0016899999517861546,-0.00840817590440074,106.02042904400002,30,0.5,0.8806522153590539
5,60,20,0.03,0.05,10000,10042.138021759996,-0.5598619179188689,0.046862044774925796,0.006902696337220324,4.456060574148537,0.004204948973326528,0.0008426816782310401,0.004213802175999626,105.67722224,30,0.43333333333333335,1.3795582968733187
5,60,20,0.03,0.07,10000,10106.229456930001,-0.422118624845578,0.12894033540996777,0.018715599487817813,4.456060574148537,0.010566918637706358,0.002118985521444292,0.01062294569300011,106.03580207,30,0.4,1.6959854104489591
5,70,5,0.01,0.03,10000,10223.153394830002,-0.552312691222602,0.48210723491029095,0.14925327360959448,1.4154884822795766,0.0220699955425626,0.004430803706717845,0.022315339483000206,96.96522417000001,26,0.46153846153846156,1.867695099851991
5,70,5,0.01,0.05,10000,10245.671996688001,-0.5359486259603157,0.5162732822728046,0.11593393674897816,2.000339648695692,0.02427027919461573,0.004873610533003909,0.024567199668800093,96.07311731200001,26,0.4230769230769231,2.1630638248841803
5,70,5,0.01,0.07,10000,10201.271448752002,-0.6904125680004867,0.4219521742267286,0.09458955874966811,2.0095545605190113,0.019927271366216512,0.003999768255763851,0.02012714487520025,96.20373724800001,26,0.4230769230769231,2.0185824928927016
